Customer_ID,Assigned_Segment,Cluster
CUST-02996,Occasional Buyers,1
CUST-02997,Budget Shoppers,2
CUST-02998,Budget Shoppers,2
CUST-02999,Premium Loyalists,3
CUST-03000,Premium Loyalists,3
CUST-03001,Budget Shoppers,2
CUST-03002,Budget Shoppers,2
CUST-03003,Occasional Buyers,1
CUST-03004,Budget Shoppers,2
CUST-03005,Premium Loyalists,3
CUST-03006,Budget Shoppers,2
CUST-03007,Budget Shoppers,2
CUST-03008,Premium Loyalists,3
CUST-03009,Premium Loyalists,3
CUST-03010,Budget Shoppers,2
CUST-03011,Occasional Buyers,1
CUST-03012,Occasional Buyers,1
CUST-03013,Budget Shoppers,2
CUST-03014,Budget Shoppers,2
CUST-03015,Occasional Buyers,1
CUST-03016,At-Risk Customers,0
CUST-03017,Premium Loyalists,3
CUST-03018,Premium Loyalists,3
CUST-03019,Occasional Buyers,1
CUST-03020,Occasional Buyers,1
CUST-03021,Occasional Buyers,1
CUST-03022,Budget Shoppers,2
CUST-03023,Occasional Buyers,1
CUST-03024,Occasional Buyers,1
CUST-03025,Occasional Buyers,1
CUST-03026,Premium Loyalists,3
CUST-03027,Occasional Buyers,1
CUST-03028,Occasional Buyers,1
CUST-03029,Budget Shoppers,2
CUST-03030,Occasional Buyers,1
CUST-03031,Budget Shoppers,2
CUST-03032,Premium Loyalists,3
CUST-03033,Occasional Buyers,1
CUST-03034,Occasional Buyers,1
CUST-03035,Occasional Buyers,1
CUST-03036,Budget Shoppers,2
CUST-03037,Budget Shoppers,2
CUST-03038,Premium Loyalists,3
CUST-03039,Occasional Buyers,1
CUST-03040,Budget Shoppers,2
CUST-03041,Occasional Buyers,1
CUST-03042,Premium Loyalists,3
CUST-03043,Budget Shoppers,2
CUST-03044,Occasional Buyers,1
CUST-03045,Budget Shoppers,2
CUST-03046,Occasional Buyers,1
CUST-03047,Occasional Buyers,1
CUST-03048,Budget Shoppers,2
CUST-03049,Occasional Buyers,1
CUST-03050,Occasional Buyers,1
CUST-03051,Occasional Buyers,1
CUST-03052,Premium Loyalists,3
CUST-03053,Budget Shoppers,2
CUST-03054,Budget Shoppers,2
CUST-03055,Budget Shoppers,2
CUST-03056,Budget Shoppers,2
CUST-03057,Budget Shoppers,2
CUST-03058,Premium Loyalists,3
CUST-03059,Occasional Buyers,1
CUST-03060,Premium Loyalists,3
CUST-03061,Budget Shoppers,2
CUST-03062,Occasional Buyers,1
CUST-03063,Occasional Buyers,1
CUST-03064,Occasional Buyers,1
CUST-03065,Occasional Buyers,1
CUST-03066,Occasional Buyers,1
CUST-03067,Occasional Buyers,1
CUST-03068,Occasional Buyers,1
CUST-03069,At-Risk Customers,0
CUST-03070,Occasional Buyers,1
CUST-03071,Premium Loyalists,3
CUST-03072,Occasional Buyers,1
CUST-03073,Budget Shoppers,2
CUST-03074,Budget Shoppers,2
CUST-03075,Occasional Buyers,1
CUST-03076,Occasional Buyers,1
CUST-03077,At-Risk Customers,0
CUST-03078,Budget Shoppers,2
CUST-03079,Budget Shoppers,2
CUST-03080,Occasional Buyers,1
CUST-03081,Occasional Buyers,1
CUST-03082,Premium Loyalists,3
CUST-03083,Budget Shoppers,2
CUST-03084,Budget Shoppers,2
CUST-03085,Budget Shoppers,2
CUST-03086,Occasional Buyers,1
CUST-03087,Occasional Buyers,1
CUST-03088,Occasional Buyers,1
CUST-03089,Budget Shoppers,2
CUST-03090,Occasional Buyers,1
CUST-03091,Occasional Buyers,1
CUST-03092,Occasional Buyers,1
CUST-03093,Occasional Buyers,1
CUST-03094,Occasional Buyers,1
CUST-03095,Occasional Buyers,1
CUST-03096,Premium Loyalists,3
CUST-03097,Premium Loyalists,3
CUST-03098,Budget Shoppers,2
CUST-03099,Occasional Buyers,1
CUST-03100,Premium Loyalists,3
CUST-03101,Occasional Buyers,1
CUST-03102,Occasional Buyers,1
CUST-03103,Occasional Buyers,1
CUST-03104,Budget Shoppers,2
CUST-03105,Budget Shoppers,2
CUST-03106,At-Risk Customers,0
CUST-03107,Occasional Buyers,1
CUST-03108,Budget Shoppers,2
CUST-03109,Occasional Buyers,1
CUST-03110,Occasional Buyers,1
CUST-03111,Occasional Buyers,1
CUST-03112,Occasional Buyers,1
CUST-03113,Budget Shoppers,2
CUST-03114,Budget Shoppers,2
CUST-03115,Occasional Buyers,1
CUST-03116,Budget Shoppers,2
CUST-03117,Premium Loyalists,3
CUST-03118,Budget Shoppers,2
CUST-03119,Occasional Buyers,1
CUST-03120,Budget Shoppers,2
CUST-03121,Premium Loyalists,3
CUST-03122,Occasional Buyers,1
CUST-03123,Occasional Buyers,1
CUST-03124,Budget Shoppers,2
CUST-03125,Occasional Buyers,1
CUST-03126,Occasional Buyers,1
CUST-03127,Budget Shoppers,2
CUST-03128,Premium Loyalists,3
CUST-03129,Budget Shoppers,2
CUST-03130,Occasional Buyers,1
CUST-03131,Budget Shoppers,2
CUST-03132,Occasional Buyers,1
CUST-03133,Premium Loyalists,3
CUST-03134,Premium Loyalists,3
CUST-03135,Budget Shoppers,2
CUST-03136,Budget Shoppers,2
CUST-03137,Budget Shoppers,2
CUST-03138,Premium Loyalists,3
CUST-03139,Budget Shoppers,2
CUST-03140,Occasional Buyers,1
CUST-03141,Occasional Buyers,1
CUST-03142,Premium Loyalists,3
CUST-03143,Occasional Buyers,1
CUST-03144,Premium Loyalists,3
CUST-03145,Budget Shoppers,2
CUST-03146,Budget Shoppers,2
CUST-03147,Budget Shoppers,2
CUST-03148,Budget Shoppers,2
CUST-03149,Occasional Buyers,1
CUST-03150,Budget Shoppers,2
CUST-03151,Premium Loyalists,3
CUST-03152,Budget Shoppers,2
CUST-03153,Occasional Buyers,1
CUST-03154,Occasional Buyers,1
CUST-03155,Occasional Buyers,1
CUST-03156,Occasional Buyers,1
CUST-03157,Premium Loyalists,3
CUST-03158,Premium Loyalists,3
CUST-03159,Occasional Buyers,1
CUST-03160,Occasional Buyers,1
CUST-03161,Occasional Buyers,1
CUST-03162,Occasional Buyers,1
CUST-03163,Premium Loyalists,3
CUST-03164,Budget Shoppers,2
CUST-03165,Budget Shoppers,2
CUST-03166,Budget Shoppers,2
CUST-03167,Premium Loyalists,3
CUST-03168,Budget Shoppers,2
CUST-03169,Premium Loyalists,3
CUST-03170,Budget Shoppers,2
CUST-03171,Occasional Buyers,1
CUST-03172,Budget Shoppers,2
CUST-03173,Budget Shoppers,2
CUST-03174,Occasional Buyers,1
CUST-03175,Budget Shoppers,2
CUST-03176,Premium Loyalists,3
CUST-03177,Premium Loyalists,3
CUST-03178,Occasional Buyers,1
CUST-03179,Premium Loyalists,3
CUST-03180,Budget Shoppers,2
CUST-03181,Occasional Buyers,1
CUST-03182,Occasional Buyers,1
CUST-03183,Budget Shoppers,2
CUST-03184,Premium Loyalists,3
CUST-03185,Premium Loyalists,3
CUST-03186,Premium Loyalists,3
CUST-03187,Budget Shoppers,2
CUST-03188,Occasional Buyers,1
CUST-03189,Premium Loyalists,3
CUST-03190,Occasional Buyers,1
CUST-03191,Occasional Buyers,1
CUST-03192,Premium Loyalists,3
CUST-03193,Budget Shoppers,2
CUST-03194,Budget Shoppers,2
CUST-03195,Budget Shoppers,2
CUST-03196,Occasional Buyers,1
CUST-03197,Budget Shoppers,2
CUST-03198,Premium Loyalists,3
CUST-03199,Premium Loyalists,3
CUST-03200,Occasional Buyers,1
CUST-03201,Budget Shoppers,2
CUST-03202,Occasional Buyers,1
CUST-03203,Occasional Buyers,1
CUST-03204,Budget Shoppers,2
CUST-03205,Occasional Buyers,1
CUST-03206,Occasional Buyers,1
CUST-03207,Premium Loyalists,3
CUST-03208,Premium Loyalists,3
CUST-03209,Premium Loyalists,3
CUST-03210,Premium Loyalists,3
CUST-03211,Occasional Buyers,1
CUST-03212,Budget Shoppers,2
CUST-03213,Budget Shoppers,2
CUST-03214,Budget Shoppers,2
CUST-03215,Premium Loyalists,3
CUST-03216,Budget Shoppers,2
CUST-03217,Occasional Buyers,1
CUST-03218,Premium Loyalists,3
CUST-03219,Occasional Buyers,1
CUST-03220,Occasional Buyers,1
CUST-03221,Budget Shoppers,2
CUST-03222,Budget Shoppers,2
CUST-03223,Budget Shoppers,2
CUST-03224,Budget Shoppers,2
CUST-03225,Premium Loyalists,3
CUST-03226,Budget Shoppers,2
CUST-03227,Budget Shoppers,2
CUST-03228,Occasional Buyers,1
CUST-03229,Budget Shoppers,2
CUST-03230,Budget Shoppers,2
CUST-03231,Budget Shoppers,2
CUST-03232,Premium Loyalists,3
CUST-03233,Budget Shoppers,2
CUST-03234,Premium Loyalists,3
CUST-03235,Premium Loyalists,3
CUST-03236,Premium Loyalists,3
CUST-03237,Occasional Buyers,1
CUST-03238,Occasional Buyers,1
CUST-03239,Occasional Buyers,1
CUST-03240,Occasional Buyers,1
CUST-03241,Occasional Buyers,1
CUST-03242,Budget Shoppers,2
CUST-03243,Occasional Buyers,1
CUST-03244,Budget Shoppers,2
CUST-03245,Premium Loyalists,3
CUST-03246,Budget Shoppers,2
CUST-03247,Occasional Buyers,1
CUST-03248,Budget Shoppers,2
CUST-03249,Occasional Buyers,1
CUST-03250,Occasional Buyers,1
CUST-03251,Occasional Buyers,1
CUST-03252,Budget Shoppers,2
CUST-03253,Occasional Buyers,1
CUST-03254,Budget Shoppers,2
CUST-03255,Premium Loyalists,3
CUST-03256,Budget Shoppers,2
CUST-03257,Premium Loyalists,3
CUST-03258,Occasional Buyers,1
CUST-03259,Budget Shoppers,2
CUST-03260,Premium Loyalists,3
CUST-03261,Premium Loyalists,3
CUST-03262,Budget Shoppers,2
CUST-03263,Premium Loyalists,3
CUST-03264,Occasional Buyers,1
CUST-03265,Occasional Buyers,1
CUST-03266,Occasional Buyers,1
CUST-03267,Occasional Buyers,1
CUST-03268,Budget Shoppers,2
CUST-03269,Occasional Buyers,1
CUST-03270,Premium Loyalists,3
CUST-03271,Occasional Buyers,1
CUST-03272,Budget Shoppers,2
CUST-03273,Budget Shoppers,2
CUST-03274,At-Risk Customers,0
CUST-03275,Budget Shoppers,2
CUST-03276,Budget Shoppers,2
CUST-03277,At-Risk Customers,0
CUST-03278,Budget Shoppers,2
CUST-03279,Occasional Buyers,1
CUST-03280,Premium Loyalists,3
CUST-03281,Budget Shoppers,2
CUST-03282,Premium Loyalists,3
CUST-03283,Occasional Buyers,1
CUST-03284,Premium Loyalists,3
CUST-03285,Occasional Buyers,1
CUST-03286,Budget Shoppers,2
CUST-03287,Budget Shoppers,2
CUST-03288,Occasional Buyers,1
CUST-03289,Premium Loyalists,3
CUST-03290,Occasional Buyers,1
CUST-03291,Budget Shoppers,2
CUST-03292,Budget Shoppers,2
CUST-03293,Budget Shoppers,2
CUST-03294,Budget Shoppers,2
CUST-03295,Budget Shoppers,2
CUST-03296,Occasional Buyers,1
CUST-03297,Budget Shoppers,2
CUST-03298,Budget Shoppers,2
CUST-03299,Occasional Buyers,1
CUST-03300,Premium Loyalists,3
CUST-03301,Occasional Buyers,1
CUST-03302,Occasional Buyers,1
CUST-03303,Budget Shoppers,2
CUST-03304,Occasional Buyers,1
CUST-03305,Budget Shoppers,2
CUST-03306,Premium Loyalists,3
CUST-03307,Premium Loyalists,3
CUST-03308,Premium Loyalists,3
CUST-03309,Budget Shoppers,2
CUST-03310,Premium Loyalists,3
CUST-03311,Occasional Buyers,1
CUST-03312,Occasional Buyers,1
CUST-03313,Budget Shoppers,2
CUST-03314,Occasional Buyers,1
CUST-03315,Occasional Buyers,1
CUST-03316,Premium Loyalists,3
CUST-03317,At-Risk Customers,0
CUST-03318,Premium Loyalists,3
CUST-03319,Premium Loyalists,3
CUST-03320,Occasional Buyers,1
CUST-03321,Premium Loyalists,3
CUST-03322,Occasional Buyers,1
CUST-03323,Budget Shoppers,2
CUST-03324,Budget Shoppers,2
CUST-03325,Budget Shoppers,2
CUST-03326,Budget Shoppers,2
CUST-03327,Occasional Buyers,1
CUST-03328,At-Risk Customers,0
CUST-03329,Budget Shoppers,2
CUST-03330,Occasional Buyers,1
CUST-03331,Occasional Buyers,1
CUST-03332,Occasional Buyers,1
CUST-03333,Premium Loyalists,3
CUST-03334,Occasional Buyers,1
CUST-03335,Occasional Buyers,1
CUST-03336,Occasional Buyers,1
CUST-03337,Budget Shoppers,2
CUST-03338,Occasional Buyers,1
CUST-03339,Occasional Buyers,1
CUST-03340,Budget Shoppers,2
CUST-03341,Budget Shoppers,2
CUST-03342,Budget Shoppers,2
CUST-03343,Premium Loyalists,3
CUST-03344,Premium Loyalists,3
CUST-03345,Budget Shoppers,2
CUST-03346,Budget Shoppers,2
CUST-03347,Budget Shoppers,2
CUST-03348,Budget Shoppers,2
CUST-03349,Budget Shoppers,2
CUST-03350,Budget Shoppers,2
CUST-03351,Premium Loyalists,3
CUST-03352,Premium Loyalists,3
CUST-03353,Premium Loyalists,3
CUST-03354,Occasional Buyers,1
CUST-03355,Budget Shoppers,2
CUST-03356,Occasional Buyers,1
CUST-03357,Budget Shoppers,2
CUST-03358,Budget Shoppers,2
CUST-03359,Budget Shoppers,2
CUST-03360,Budget Shoppers,2
CUST-03361,Budget Shoppers,2
CUST-03362,Occasional Buyers,1
CUST-03363,Budget Shoppers,2
CUST-03364,Budget Shoppers,2
CUST-03365,Occasional Buyers,1
CUST-03366,Occasional Buyers,1
CUST-03367,Budget Shoppers,2
CUST-03368,Budget Shoppers,2
CUST-03369,Premium Loyalists,3
CUST-03370,Occasional Buyers,1
CUST-03371,Occasional Buyers,1
CUST-03372,Premium Loyalists,3
CUST-03373,Occasional Buyers,1
CUST-03374,Premium Loyalists,3
CUST-03375,Budget Shoppers,2
CUST-03376,Occasional Buyers,1
CUST-03377,Premium Loyalists,3
CUST-03378,Occasional Buyers,1
CUST-03379,Occasional Buyers,1
CUST-03380,Occasional Buyers,1
CUST-03381,Occasional Buyers,1
CUST-03382,Occasional Buyers,1
CUST-03383,Occasional Buyers,1
CUST-03384,Budget Shoppers,2
CUST-03385,Occasional Buyers,1
CUST-03386,Budget Shoppers,2
CUST-03387,Budget Shoppers,2
CUST-03388,Occasional Buyers,1
CUST-03389,Occasional Buyers,1
CUST-03390,Occasional Buyers,1
CUST-03391,Premium Loyalists,3
CUST-03392,Budget Shoppers,2
CUST-03393,Occasional Buyers,1
CUST-03394,Premium Loyalists,3
CUST-03395,Budget Shoppers,2
CUST-03396,Occasional Buyers,1
CUST-03397,Premium Loyalists,3
CUST-03398,Premium Loyalists,3
CUST-03399,Budget Shoppers,2
CUST-03400,Budget Shoppers,2
CUST-03401,Premium Loyalists,3
CUST-03402,Budget Shoppers,2
CUST-03403,Budget Shoppers,2
CUST-03404,Occasional Buyers,1
CUST-03405,Occasional Buyers,1
CUST-03406,Budget Shoppers,2
CUST-03407,Budget Shoppers,2
CUST-03408,Occasional Buyers,1
CUST-03409,Budget Shoppers,2
CUST-03410,Premium Loyalists,3
CUST-03411,Budget Shoppers,2
CUST-03412,Premium Loyalists,3
CUST-03413,Budget Shoppers,2
CUST-03414,At-Risk Customers,0
CUST-03415,Occasional Buyers,1
CUST-03416,Occasional Buyers,1
CUST-03417,Budget Shoppers,2
CUST-03418,Budget Shoppers,2
CUST-03419,Premium Loyalists,3
CUST-03420,Occasional Buyers,1
CUST-03421,Occasional Buyers,1
CUST-03422,Occasional Buyers,1
CUST-03423,Budget Shoppers,2
CUST-03424,Occasional Buyers,1
CUST-03425,Premium Loyalists,3
CUST-03426,Budget Shoppers,2
CUST-03427,Premium Loyalists,3
CUST-03428,Occasional Buyers,1
CUST-03429,Premium Loyalists,3
CUST-03430,Budget Shoppers,2
CUST-03431,Budget Shoppers,2
CUST-03432,Budget Shoppers,2
CUST-03433,Occasional Buyers,1
CUST-03434,Occasional Buyers,1
CUST-03435,Premium Loyalists,3
CUST-03436,Budget Shoppers,2
CUST-03437,Occasional Buyers,1
CUST-03438,Occasional Buyers,1
CUST-03439,Premium Loyalists,3
CUST-03440,Budget Shoppers,2
CUST-03441,Occasional Buyers,1
CUST-03442,Occasional Buyers,1
CUST-03443,Premium Loyalists,3
CUST-03444,Budget Shoppers,2
CUST-03445,Occasional Buyers,1
CUST-03446,Occasional Buyers,1
CUST-03447,Budget Shoppers,2
CUST-03448,Budget Shoppers,2
CUST-03449,Occasional Buyers,1
CUST-03450,Budget Shoppers,2
CUST-03451,Budget Shoppers,2
CUST-03452,Budget Shoppers,2
CUST-03453,Premium Loyalists,3
CUST-03454,At-Risk Customers,0
CUST-03455,Premium Loyalists,3
CUST-03456,At-Risk Customers,0
CUST-03457,Occasional Buyers,1
CUST-03458,Occasional Buyers,1
CUST-03459,Premium Loyalists,3
CUST-03460,Budget Shoppers,2
CUST-03461,Occasional Buyers,1
CUST-03462,Budget Shoppers,2
CUST-03463,Premium Loyalists,3
CUST-03464,Occasional Buyers,1
CUST-03465,Budget Shoppers,2
CUST-03466,Budget Shoppers,2
CUST-03467,Budget Shoppers,2
CUST-03468,Occasional Buyers,1
CUST-03469,Occasional Buyers,1
CUST-03470,Occasional Buyers,1
CUST-03471,Occasional Buyers,1
CUST-03472,Occasional Buyers,1
CUST-03473,Budget Shoppers,2
CUST-03474,Occasional Buyers,1
CUST-03475,Budget Shoppers,2
CUST-03476,Occasional Buyers,1
CUST-03477,Budget Shoppers,2
CUST-03478,Occasional Buyers,1
CUST-03479,Occasional Buyers,1
CUST-03480,Budget Shoppers,2
CUST-03481,Occasional Buyers,1
CUST-03482,Budget Shoppers,2
CUST-03483,Budget Shoppers,2
CUST-03484,Budget Shoppers,2
CUST-03485,Budget Shoppers,2
CUST-03486,Budget Shoppers,2
CUST-03487,Occasional Buyers,1
CUST-03488,At-Risk Customers,0
CUST-03489,Occasional Buyers,1
CUST-03490,Budget Shoppers,2
CUST-03491,Budget Shoppers,2
CUST-03492,Premium Loyalists,3
CUST-03493,Occasional Buyers,1
CUST-03494,Budget Shoppers,2
CUST-03495,Premium Loyalists,3
CUST-03496,Budget Shoppers,2
CUST-03497,Budget Shoppers,2
CUST-03498,Budget Shoppers,2
CUST-03499,Occasional Buyers,1
CUST-03500,Occasional Buyers,1
CUST-03501,Occasional Buyers,1
CUST-03502,Budget Shoppers,2
CUST-03503,Premium Loyalists,3
CUST-03504,Budget Shoppers,2
CUST-03505,Budget Shoppers,2
CUST-03506,Budget Shoppers,2
CUST-03507,Budget Shoppers,2
CUST-03508,Budget Shoppers,2
CUST-03509,Budget Shoppers,2
CUST-03510,Occasional Buyers,1
CUST-03511,Occasional Buyers,1
CUST-03512,At-Risk Customers,0
CUST-03513,Occasional Buyers,1
CUST-03514,Occasional Buyers,1
CUST-03515,Occasional Buyers,1
CUST-03516,At-Risk Customers,0
CUST-03517,Budget Shoppers,2
CUST-03518,Premium Loyalists,3
CUST-03519,Budget Shoppers,2
CUST-03520,Budget Shoppers,2
CUST-03521,Budget Shoppers,2
CUST-03522,Occasional Buyers,1
CUST-03523,Premium Loyalists,3
CUST-03524,Occasional Buyers,1
CUST-03525,Budget Shoppers,2
CUST-03526,Occasional Buyers,1
CUST-03527,Premium Loyalists,3
CUST-03528,Premium Loyalists,3
CUST-03529,Budget Shoppers,2
CUST-03530,Budget Shoppers,2
CUST-03531,Premium Loyalists,3
CUST-03532,Premium Loyalists,3
CUST-03533,Occasional Buyers,1
CUST-03534,Premium Loyalists,3
CUST-03535,Budget Shoppers,2
CUST-03536,Budget Shoppers,2
CUST-03537,Budget Shoppers,2
CUST-03538,Budget Shoppers,2
CUST-03539,Premium Loyalists,3
CUST-03540,Occasional Buyers,1
CUST-03541,Occasional Buyers,1
CUST-03542,Occasional Buyers,1
CUST-03543,Occasional Buyers,1
CUST-03544,Occasional Buyers,1
CUST-03545,Occasional Buyers,1
CUST-03546,Occasional Buyers,1
CUST-03547,Budget Shoppers,2
CUST-03548,Occasional Buyers,1
CUST-03549,Premium Loyalists,3
CUST-03550,Occasional Buyers,1
CUST-03551,Occasional Buyers,1
CUST-03552,Budget Shoppers,2
CUST-03553,Occasional Buyers,1
CUST-03554,Occasional Buyers,1
CUST-03555,Occasional Buyers,1
CUST-03556,Budget Shoppers,2
CUST-03557,Budget Shoppers,2
CUST-03558,Occasional Buyers,1
CUST-03559,Occasional Buyers,1
CUST-03560,At-Risk Customers,0
CUST-03561,Budget Shoppers,2
CUST-03562,Budget Shoppers,2
CUST-03563,At-Risk Customers,0
CUST-03564,Occasional Buyers,1
CUST-03565,Premium Loyalists,3
CUST-03566,Budget Shoppers,2
CUST-03567,Occasional Buyers,1
CUST-03568,Budget Shoppers,2
CUST-03569,Budget Shoppers,2
CUST-03570,Occasional Buyers,1
CUST-03571,Budget Shoppers,2
CUST-03572,Premium Loyalists,3
CUST-03573,Occasional Buyers,1
CUST-03574,Occasional Buyers,1
CUST-03575,Budget Shoppers,2
CUST-03576,Occasional Buyers,1
CUST-03577,Budget Shoppers,2
CUST-03578,Occasional Buyers,1
CUST-03579,At-Risk Customers,0
CUST-03580,Premium Loyalists,3
CUST-03581,Budget Shoppers,2
CUST-03582,Budget Shoppers,2
CUST-03583,Occasional Buyers,1
CUST-03584,Budget Shoppers,2
CUST-03585,Occasional Buyers,1
CUST-03586,Budget Shoppers,2
CUST-03587,Occasional Buyers,1
CUST-03588,Budget Shoppers,2
CUST-03589,Budget Shoppers,2
CUST-03590,Occasional Buyers,1
CUST-03591,Budget Shoppers,2
CUST-03592,Occasional Buyers,1
CUST-03593,Budget Shoppers,2
CUST-03594,Premium Loyalists,3
CUST-03595,Premium Loyalists,3
CUST-03596,Premium Loyalists,3
CUST-03597,Occasional Buyers,1
CUST-03598,Occasional Buyers,1
CUST-03599,Occasional Buyers,1
CUST-03600,Occasional Buyers,1
CUST-03601,Occasional Buyers,1
CUST-03602,Premium Loyalists,3
CUST-03603,Budget Shoppers,2
CUST-03604,Budget Shoppers,2
CUST-03605,Occasional Buyers,1
CUST-03606,Premium Loyalists,3
CUST-03607,Premium Loyalists,3
CUST-03608,Occasional Buyers,1
CUST-03609,Occasional Buyers,1
CUST-03610,Occasional Buyers,1
CUST-03611,Budget Shoppers,2
CUST-03612,Occasional Buyers,1
CUST-03613,Budget Shoppers,2
CUST-03614,Occasional Buyers,1
CUST-03615,Budget Shoppers,2
CUST-03616,Budget Shoppers,2
CUST-03617,Occasional Buyers,1
CUST-03618,Premium Loyalists,3
CUST-03619,Occasional Buyers,1
CUST-03620,Occasional Buyers,1
CUST-03621,Budget Shoppers,2
CUST-03622,Occasional Buyers,1
CUST-03623,Occasional Buyers,1
CUST-03624,Budget Shoppers,2
CUST-03625,Budget Shoppers,2
CUST-03626,Budget Shoppers,2
CUST-03627,Occasional Buyers,1
CUST-03628,Budget Shoppers,2
CUST-03629,Budget Shoppers,2
CUST-03630,Occasional Buyers,1
CUST-03631,Occasional Buyers,1
CUST-03632,Occasional Buyers,1
CUST-03633,Budget Shoppers,2
CUST-03634,Occasional Buyers,1
CUST-03635,Budget Shoppers,2
CUST-03636,Premium Loyalists,3
CUST-03637,At-Risk Customers,0
CUST-03638,Occasional Buyers,1
CUST-03639,Budget Shoppers,2
CUST-03640,Budget Shoppers,2
CUST-03641,Occasional Buyers,1
CUST-03642,Premium Loyalists,3
CUST-03643,Budget Shoppers,2
CUST-03644,Premium Loyalists,3
CUST-03645,Premium Loyalists,3
CUST-03646,Budget Shoppers,2
CUST-03647,Budget Shoppers,2
CUST-03648,Occasional Buyers,1
CUST-03649,Occasional Buyers,1
CUST-03650,Occasional Buyers,1
CUST-03651,Occasional Buyers,1
CUST-03652,Occasional Buyers,1
CUST-03653,Budget Shoppers,2
CUST-03654,Occasional Buyers,1
CUST-03655,Occasional Buyers,1
CUST-03656,Premium Loyalists,3
CUST-03657,Premium Loyalists,3
CUST-03658,Occasional Buyers,1
CUST-03659,Occasional Buyers,1
CUST-03660,Premium Loyalists,3
CUST-03661,Occasional Buyers,1
CUST-03662,Occasional Buyers,1
CUST-03663,Occasional Buyers,1
CUST-03664,Occasional Buyers,1
CUST-03665,Budget Shoppers,2
CUST-03666,Occasional Buyers,1
CUST-03667,Occasional Buyers,1
CUST-03668,Premium Loyalists,3
CUST-03669,Premium Loyalists,3
CUST-03670,Budget Shoppers,2
CUST-03671,Occasional Buyers,1
CUST-03672,Budget Shoppers,2
CUST-03673,Occasional Buyers,1
CUST-03674,Occasional Buyers,1
CUST-03675,Budget Shoppers,2
CUST-03676,Occasional Buyers,1
CUST-03677,Occasional Buyers,1
CUST-03678,Budget Shoppers,2
CUST-03679,Occasional Buyers,1
CUST-03680,Premium Loyalists,3
CUST-03681,Budget Shoppers,2
CUST-03682,Premium Loyalists,3
CUST-03683,Occasional Buyers,1
CUST-03684,Budget Shoppers,2
CUST-03685,Occasional Buyers,1
CUST-03686,Occasional Buyers,1
CUST-03687,Occasional Buyers,1
CUST-03688,Occasional Buyers,1
CUST-03689,Budget Shoppers,2
CUST-03690,Occasional Buyers,1
CUST-03691,Occasional Buyers,1
CUST-03692,Budget Shoppers,2
CUST-03693,Premium Loyalists,3
CUST-03694,Budget Shoppers,2
CUST-03695,Budget Shoppers,2
CUST-03696,Budget Shoppers,2
CUST-03697,Occasional Buyers,1
CUST-03698,Premium Loyalists,3
CUST-03699,Premium Loyalists,3
CUST-03700,Occasional Buyers,1
CUST-03701,Occasional Buyers,1
CUST-03702,Occasional Buyers,1
CUST-03703,Budget Shoppers,2
CUST-03704,Budget Shoppers,2
CUST-03705,Premium Loyalists,3
CUST-03706,Premium Loyalists,3
CUST-03707,Occasional Buyers,1
CUST-03708,Budget Shoppers,2
CUST-03709,Budget Shoppers,2
CUST-03710,Budget Shoppers,2
CUST-03711,Occasional Buyers,1
CUST-03712,Budget Shoppers,2
CUST-03713,Occasional Buyers,1
CUST-03714,Budget Shoppers,2
CUST-03715,Occasional Buyers,1
CUST-03716,At-Risk Customers,0
CUST-03717,Budget Shoppers,2
CUST-03718,Budget Shoppers,2
CUST-03719,Occasional Buyers,1
CUST-03720,Premium Loyalists,3
CUST-03721,Budget Shoppers,2
CUST-03722,Budget Shoppers,2
CUST-03723,Occasional Buyers,1
CUST-03724,Occasional Buyers,1
CUST-03725,Budget Shoppers,2
CUST-03726,Budget Shoppers,2
CUST-03727,Occasional Buyers,1
CUST-03728,Occasional Buyers,1
CUST-03729,At-Risk Customers,0
CUST-03730,Budget Shoppers,2
CUST-03731,Occasional Buyers,1
CUST-03732,Occasional Buyers,1
CUST-03733,Budget Shoppers,2
CUST-03734,Budget Shoppers,2
CUST-03735,Premium Loyalists,3
CUST-03736,Occasional Buyers,1
CUST-03737,Occasional Buyers,1
CUST-03738,Budget Shoppers,2
CUST-03739,Budget Shoppers,2
CUST-03740,Occasional Buyers,1
CUST-03741,Occasional Buyers,1
CUST-03742,Occasional Buyers,1
CUST-03743,Occasional Buyers,1
CUST-03744,Budget Shoppers,2
CUST-03745,Premium Loyalists,3
CUST-03746,Budget Shoppers,2
CUST-03747,Occasional Buyers,1
CUST-03748,Occasional Buyers,1
CUST-03749,Occasional Buyers,1
CUST-03750,Occasional Buyers,1
CUST-03751,Premium Loyalists,3
CUST-03752,Budget Shoppers,2
CUST-03753,Occasional Buyers,1
CUST-03754,Budget Shoppers,2
CUST-03755,Occasional Buyers,1
CUST-03756,Occasional Buyers,1
CUST-03757,Occasional Buyers,1
CUST-03758,Occasional Buyers,1
CUST-03759,Occasional Buyers,1
CUST-03760,Premium Loyalists,3
CUST-03761,Occasional Buyers,1
CUST-03762,Occasional Buyers,1
CUST-03763,Premium Loyalists,3
CUST-03764,Occasional Buyers,1
CUST-03765,Premium Loyalists,3
CUST-03766,At-Risk Customers,0
CUST-03767,Budget Shoppers,2
CUST-03768,Occasional Buyers,1
CUST-03769,Budget Shoppers,2
CUST-03770,Budget Shoppers,2
CUST-03771,Occasional Buyers,1
